URL Complete,URL,PMID,Title,Authors,drugbank url prefix,drugbank URI,drugbank_id,drugbank_name,,mondo_id,mondo_URL,mondo_name,conditionName,hasPhenotype,context,targetGroup,nanopub,correction,comments,Discard,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
https://pubmed.ncbi.nlm.nih.gov/31821138,https://pubmed.ncbi.nlm.nih.gov/,31821138,Beyond depression: Other uses for tricyclic antidepressants,"Schneider J, Patterson M, Jimenez XF.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00934,DB00934,maprotiline,http://purl.obolibrary.org/obo/,MONDO_0005546,http://purl.obolibrary.org/obo/MONDO_0005546,Fibromyalgia,Fibromyalgia or chronic widespread pain,,"TCAs can serve as first-line or augmenting drugs for neuropathic pain, headache, migraine, gastrointestinal syndromes, fibromyalgia, pelvic pain, insomnia, and psychiatric conditions other than depression.",adults,1,0,,0,Cleve Clin J Med. 2019 Dec;86(12):807-814. doi: 10.3949/ccjm.86a.19005.,Schneider J,Cleve Clin J Med,2019,12/11/2019,,,10.3949/ccjm.86a.19005
https://pubmed.ncbi.nlm.nih.gov/31821138,https://pubmed.ncbi.nlm.nih.gov/,31821138,Beyond depression: Other uses for tricyclic antidepressants,"Schneider J, Patterson M, Jimenez XF.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00540,DB00540,nortriptyline,http://purl.obolibrary.org/obo/,MONDO_0005052,http://purl.obolibrary.org/obo/MONDO_0005052,Irritable bowel syndrome,Irritable bowel syndrome,,Patients with irritable bowel syndrome have long been known to benefit from TCAs; the number needed to treat for symptomatic benefit over placebo is 3.5,adults,1,0,,0,Cleve Clin J Med. 2019 Dec;86(12):807-814. doi: 10.3949/ccjm.86a.19005.,Schneider J,Cleve Clin J Med,2019,12/11/2019,,,10.3949/ccjm.86a.19005
https://pubmed.ncbi.nlm.nih.gov/31821138,https://pubmed.ncbi.nlm.nih.gov/,31821138,Beyond depression: Other uses for tricyclic antidepressants,"Schneider J, Patterson M, Jimenez XF.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00540,DB00540,nortriptyline,http://purl.obolibrary.org/obo/,MONDO_0010778,http://purl.obolibrary.org/obo/MONDO_0010778,Cyclic vomiting syndrome,Cyclic vomiting syndrome,,"TCAs have also shown prophylactic benefit in cyclic vomiting syndrome, with a clinical response in over 75% of patients in controlled cohort studies.",adults,1,0,,0,Cleve Clin J Med. 2019 Dec;86(12):807-814. doi: 10.3949/ccjm.86a.19005.,Schneider J,Cleve Clin J Med,2019,12/11/2019,,,10.3949/ccjm.86a.19005
https://pubmed.ncbi.nlm.nih.gov/31821138,https://pubmed.ncbi.nlm.nih.gov/,31821138,Beyond depression: Other uses for tricyclic antidepressants,"Schneider J, Patterson M, Jimenez XF.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00458,DB00458,imipramine,http://purl.obolibrary.org/obo/,MONDO_0018301,http://purl.obolibrary.org/obo/MONDO_0018301,Interstitial cystitis,Intersitital cystitis,,Information extracted from Table 2.,adults,1,0,,0,Cleve Clin J Med. 2019 Dec;86(12):807-814. doi: 10.3949/ccjm.86a.19005.,Schneider J,Cleve Clin J Med,2019,12/11/2019,,,10.3949/ccjm.86a.19005
https://pubmed.ncbi.nlm.nih.gov/31821138,https://pubmed.ncbi.nlm.nih.gov/,31821138,Beyond depression: Other uses for tricyclic antidepressants,"Schneider J, Patterson M, Jimenez XF.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00934,DB00934,maprotiline,http://purl.obolibrary.org/obo/,MONDO_0013600,http://purl.obolibrary.org/obo/MONDO_0013600,insomnia (disease),Insomnia,,"TCAs can serve as first-line or augmenting drugs for neuropathic pain, headache, migraine, gastrointestinal syndromes, fibromyalgia, pelvic pain, insomnia, and psychiatric conditions other than depression.",adults,1,0,,0,Cleve Clin J Med. 2019 Dec;86(12):807-814. doi: 10.3949/ccjm.86a.19005.,Schneider J,Cleve Clin J Med,2019,12/11/2019,,,10.3949/ccjm.86a.19005
https://pubmed.ncbi.nlm.nih.gov/31821138,https://pubmed.ncbi.nlm.nih.gov/,31821138,Beyond depression: Other uses for tricyclic antidepressants,"Schneider J, Patterson M, Jimenez XF.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01142,DB01142,doxepin,http://purl.obolibrary.org/obo/,MONDO_0013600,http://purl.obolibrary.org/obo/MONDO_0013600,insomnia (disease),Insomnia,,"TCAs can serve as first-line or augmenting drugs for neuropathic pain, headache, migraine, gastrointestinal syndromes, fibromyalgia, pelvic pain, insomnia, and psychiatric conditions other than depression.",adults,1,0,,0,Cleve Clin J Med. 2019 Dec;86(12):807-814. doi: 10.3949/ccjm.86a.19005.,Schneider J,Cleve Clin J Med,2019,12/11/2019,,,10.3949/ccjm.86a.19005
https://pubmed.ncbi.nlm.nih.gov/31638842,https://pubmed.ncbi.nlm.nih.gov/,31638842,Pharmacotherapeutic management of sleep disorders in children with neurodevelopmental disorders,"Bruni O, Angriman M, Melegari MG, Ferri R.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00996,DB00996,Gabapentin,http://purl.obolibrary.org/obo/,MONDO_0100081,http://purl.obolibrary.org/obo/MONDO_0100081,sleep disorder,sleep disorder,http://www.ebi.ac.uk/efo/EFO_0010642,"However, there are no sleep medications approved by the United States Food and Drug Administration and only one has been approved by the European Medicines Agency for pediatric insomnia; thus, most medications are prescribed off-label. Melatonin is widely used and safe in children with neurodevelopmental conditions. Gabapentin, clonidine, trazodone, and mirtazapine hold promise but require further study.",Children,1,1,,0,Expert Opin Pharmacother. 2019 Dec;20(18):2257-2271. doi: 10.1080/14656566.2019.1674283. Epub 2019 Oct 22.,Bruni O,Expert Opin Pharmacother,2019,10/23/2019,,,10.1080/14656566.2019.1674283
https://pubmed.ncbi.nlm.nih.gov/31638842,https://pubmed.ncbi.nlm.nih.gov/,31638842,Pharmacotherapeutic management of sleep disorders in children with neurodevelopmental disorders,"Bruni O, Angriman M, Melegari MG, Ferri R.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00575,DB00575,Clonidine,http://purl.obolibrary.org/obo/,MONDO_0100081,http://purl.obolibrary.org/obo/MONDO_0100081,sleep disorder,sleep disorder,http://www.ebi.ac.uk/efo/EFO_0010642,"However, there are no sleep medications approved by the United States Food and Drug Administration and only one has been approved by the European Medicines Agency for pediatric insomnia; thus, most medications are prescribed off-label. Melatonin is widely used and safe in children with neurodevelopmental conditions. Gabapentin, clonidine, trazodone, and mirtazapine hold promise but require further study.",Children,1,1,,0,Expert Opin Pharmacother. 2019 Dec;20(18):2257-2271. doi: 10.1080/14656566.2019.1674283. Epub 2019 Oct 22.,Bruni O,Expert Opin Pharmacother,2019,10/23/2019,,,10.1080/14656566.2019.1674283
https://pubmed.ncbi.nlm.nih.gov/31638842,https://pubmed.ncbi.nlm.nih.gov/,31638842,Pharmacotherapeutic management of sleep disorders in children with neurodevelopmental disorders,"Bruni O, Angriman M, Melegari MG, Ferri R.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00656,DB00656,Trazodone,http://purl.obolibrary.org/obo/,MONDO_0100081,http://purl.obolibrary.org/obo/MONDO_0100081,sleep disorder,sleep disorder,http://www.ebi.ac.uk/efo/EFO_0010642,"However, there are no sleep medications approved by the United States Food and Drug Administration and only one has been approved by the European Medicines Agency for pediatric insomnia; thus, most medications are prescribed off-label. Melatonin is widely used and safe in children with neurodevelopmental conditions. Gabapentin, clonidine, trazodone, and mirtazapine hold promise but require further study.",Children,1,1,,0,Expert Opin Pharmacother. 2019 Dec;20(18):2257-2271. doi: 10.1080/14656566.2019.1674283. Epub 2019 Oct 22.,Bruni O,Expert Opin Pharmacother,2019,10/23/2019,,,10.1080/14656566.2019.1674283
https://pubmed.ncbi.nlm.nih.gov/31638842,https://pubmed.ncbi.nlm.nih.gov/,31638842,Pharmacotherapeutic management of sleep disorders in children with neurodevelopmental disorders,"Bruni O, Angriman M, Melegari MG, Ferri R.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01065,DB01065,Melatonin,http://purl.obolibrary.org/obo/,MONDO_0100081,http://purl.obolibrary.org/obo/MONDO_0100081,sleep disorder,sleep disorder,http://www.ebi.ac.uk/efo/EFO_0010642,"However, there are no sleep medications approved by the United States Food and Drug Administration and only one has been approved by the European Medicines Agency for pediatric insomnia; thus, most medications are prescribed off-label. Melatonin is widely used and safe in children with neurodevelopmental conditions. Gabapentin, clonidine, trazodone, and mirtazapine hold promise but require further study.",Children,1,1,,0,Expert Opin Pharmacother. 2019 Dec;20(18):2257-2271. doi: 10.1080/14656566.2019.1674283. Epub 2019 Oct 22.,Bruni O,Expert Opin Pharmacother,2019,10/23/2019,,,10.1080/14656566.2019.1674283
https://pubmed.ncbi.nlm.nih.gov/31638842,https://pubmed.ncbi.nlm.nih.gov/,31638842,Pharmacotherapeutic management of sleep disorders in children with neurodevelopmental disorders,"Bruni O, Angriman M, Melegari MG, Ferri R.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00370,DB00370,Mirtazapine,http://purl.obolibrary.org/obo/,MONDO_0100081,http://purl.obolibrary.org/obo/MONDO_0100081,sleep disorder,sleep disorder,http://www.ebi.ac.uk/efo/EFO_0010642,"However, there are no sleep medications approved by the United States Food and Drug Administration and only one has been approved by the European Medicines Agency for pediatric insomnia; thus, most medications are prescribed off-label. Melatonin is widely used and safe in children with neurodevelopmental conditions. Gabapentin, clonidine, trazodone, and mirtazapine hold promise but require further study.",Children,1,1,,0,Expert Opin Pharmacother. 2019 Dec;20(18):2257-2271. doi: 10.1080/14656566.2019.1674283. Epub 2019 Oct 22.,Bruni O,Expert Opin Pharmacother,2019,10/23/2019,,,10.1080/14656566.2019.1674283
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01142,DB01142,Doxepin ,http://purl.obolibrary.org/obo/,MONDO_0044212,http://purl.obolibrary.org/obo/MONDO_0044212,Chronic idiopathic urticaria,Chronic idiopathic urticaria,,"Doxepin, an H1 and H2 histamine receptor antagonist, has been administrated for over 30 years to treat and prevent chronic idiopathic urticaria (hives). Table 2 contains information on off-label use.",Adults,1,1,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00321,DB00321,Amitriptyline,http://purl.obolibrary.org/obo/,MONDO_0005546,http://purl.obolibrary.org/obo/MONDO_0005546,Fibromyalgia,Fibromyalgia,,"Antidepressants, particularly TCAs and SNRIs, have also found their application in relieving pain related with fibromyalgia. Table 2 contains off-label drugs prescribed.",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00476,DB00476,Duloxetine ,http://purl.obolibrary.org/obo/,MONDO_0005546,http://purl.obolibrary.org/obo/MONDO_0005546,Fibromyalgia,Fibromyalgia,,"Antidepressants, particularly TCAs and SNRIs, have also found their application in relieving pain related with fibromyalgia",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB04896,DB04896,Milnacipran ,http://purl.obolibrary.org/obo/,MONDO_0005546,http://purl.obolibrary.org/obo/MONDO_0005546,Fibromyalgia,Fibromyalgia,,"Antidepressants, particularly TCAs and SNRIs, have also found their application in relieving pain related with fibromyalgia",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00476,DB00476,Duloxetine ,http://purl.obolibrary.org/obo/,MONDO_0024317,http://purl.obolibrary.org/obo/MONDO_0024317,chronic pain syndrome,Chronic pain associated with diabetic peripheral neuropathy,http://purl.obolibrary.org/obo/MONDO_0006626,"Antidepressants, particularly TCAs and SNRIs, have also found their application in relieving pain related with fibromyalgia",Adults,1,0,"Condition is not available in MONDO, I used Chronic Pain instead",0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00321,DB00321,Amitriptyline,http://purl.obolibrary.org/obo/,MONDO_0024317,http://purl.obolibrary.org/obo/MONDO_0024317,chronic pain syndrome,Chronic pain associated with rheumatoid arthritis,http://purl.obolibrary.org/obo/MONDO_0008383,,Adults,1,0,"Condition is not available in MONDO, I used Chronic Pain instead",0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00715,DB00715,Paroxetine,http://purl.obolibrary.org/obo/,MONDO_0024317,http://purl.obolibrary.org/obo/MONDO_0024317,Chronic pain syndrome,Chronic pain associated with rheumatoid arthritis,http://purl.obolibrary.org/obo/MONDO_0008383,,Adults,1,0,"Condition is not available in MONDO, I used Chronic Pain instead",0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01175,DB01175,Escitalopram,http://purl.obolibrary.org/obo/,MONDO_0024317,http://purl.obolibrary.org/obo/MONDO_0024317,Chronic pain syndrome,Chronic pain associated with rheumatoid arthritis,http://purl.obolibrary.org/obo/MONDO_0008383,,Adults,1,0,"Condition is not available in MONDO, I used Chronic Pain instead",0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00472,DB00472,Fluoxetine ,http://purl.obolibrary.org/obo/,MONDO_0005582,http://purl.obolibrary.org/obo/MONDO_0005582,binge eating disorder,binge eating disorder,,"The observed efficacy of antidepressants as treatment for bulimia nervosa led to trials to evaluate their effect on binge eating disorder. Antidepressants that have shown promising results include bupropion, duloxetine, escitalopram, fluvoxamine, fluoxetine, imipramine, sertraline and venlafaxine",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01104,DB01104,Sertraline ,http://purl.obolibrary.org/obo/,MONDO_0005582,http://purl.obolibrary.org/obo/MONDO_0005582,binge eating disorder,binge eating disorder,,"The observed efficacy of antidepressants as treatment for bulimia nervosa led to trials to evaluate their effect on binge eating disorder. Antidepressants that have shown promising results include bupropion, duloxetine, escitalopram, fluvoxamine, fluoxetine, imipramine, sertraline and venlafaxine",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00458,DB00458,Imipramine,http://purl.obolibrary.org/obo/,MONDO_0005582,http://purl.obolibrary.org/obo/MONDO_0005582,binge eating disorder,binge eating disorder,,"The observed efficacy of antidepressants as treatment for bulimia nervosa led to trials to evaluate their effect on binge eating disorder. Antidepressants that have shown promising results include bupropion, duloxetine, escitalopram, fluvoxamine, fluoxetine, imipramine, sertraline and venlafaxine",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00656,DB00656,Trazodone,http://purl.obolibrary.org/obo/,MONDO_0005582,http://purl.obolibrary.org/obo/MONDO_0005582,binge eating disorder,binge eating disorder,,"The observed efficacy of antidepressants as treatment for bulimia nervosa led to trials to evaluate their effect on binge eating disorder. Antidepressants that have shown promising results include bupropion, duloxetine, escitalopram, fluvoxamine, fluoxetine, imipramine, sertraline and venlafaxine",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00215,DB00215,Citalopram,http://purl.obolibrary.org/obo/,MONDO_0005582,http://purl.obolibrary.org/obo/MONDO_0005582,binge eating disorder,binge eating disorder,,"The observed efficacy of antidepressants as treatment for bulimia nervosa led to trials to evaluate their effect on binge eating disorder. Antidepressants that have shown promising results include bupropion, duloxetine, escitalopram, fluvoxamine, fluoxetine, imipramine, sertraline and venlafaxine",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00476,DB00476,Duloxetine ,http://purl.obolibrary.org/obo/,MONDO_0005582,http://purl.obolibrary.org/obo/MONDO_0005582,binge eating disorder,binge eating disorder,,"The observed efficacy of antidepressants as treatment for bulimia nervosa led to trials to evaluate their effect on binge eating disorder. Antidepressants that have shown promising results include bupropion, duloxetine, escitalopram, fluvoxamine, fluoxetine, imipramine, sertraline and venlafaxine",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01175,DB01175,Escitalopram,http://purl.obolibrary.org/obo/,MONDO_0005582,http://purl.obolibrary.org/obo/MONDO_0005582,binge eating disorder,binge eating disorder,,"The observed efficacy of antidepressants as treatment for bulimia nervosa led to trials to evaluate their effect on binge eating disorder. Antidepressants that have shown promising results include bupropion, duloxetine, escitalopram, fluvoxamine, fluoxetine, imipramine, sertraline and venlafaxine",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01104,DB01104,Sertraline ,http://purl.obolibrary.org/obo/,MONDO_0001780,http://purl.obolibrary.org/obo/MONDO_0001780,Premature ejaculation (disease),Premature ejaculation,,"SSRIs including paroxetine, fluoxetine and escitalopram have been found as effective treatment for patients with premature ejaculation (Arafa and Shamloul, 2007). Premature ejaculation is also treated with clomipramine and sertraline (Balon, 1996; McMahon, 1998), as well as with dapoxetine, a member of the SSRI family, which is however not used to treat depression (Andersson et al., 2006)",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00715,DB00715,Paroxetine,http://purl.obolibrary.org/obo/,MONDO_0001780,http://purl.obolibrary.org/obo/MONDO_0001780,Premature ejaculation (disease),Premature ejaculation,,"SSRIs including paroxetine, fluoxetine and escitalopram have been found as effective treatment for patients with premature ejaculation (Arafa and Shamloul, 2007). Premature ejaculation is also treated with clomipramine and sertraline (Balon, 1996; McMahon, 1998), as well as with dapoxetine, a member of the SSRI family, which is however not used to treat depression (Andersson et al., 2006)",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00472,DB00472,Fluoxetine ,http://purl.obolibrary.org/obo/,MONDO_0001780,http://purl.obolibrary.org/obo/MONDO_0001780,Premature ejaculation (disease),Premature ejaculation,,"SSRIs including paroxetine, fluoxetine and escitalopram have been found as effective treatment for patients with premature ejaculation (Arafa and Shamloul, 2007). Premature ejaculation is also treated with clomipramine and sertraline (Balon, 1996; McMahon, 1998), as well as with dapoxetine, a member of the SSRI family, which is however not used to treat depression (Andersson et al., 2006)",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01175,DB01175,Escitalopram,http://purl.obolibrary.org/obo/,MONDO_0001780,http://purl.obolibrary.org/obo/MONDO_0001780,Premature ejaculation (disease),Premature ejaculation,,"SSRIs including paroxetine, fluoxetine and escitalopram have been found as effective treatment for patients with premature ejaculation (Arafa and Shamloul, 2007). Premature ejaculation is also treated with clomipramine and sertraline (Balon, 1996; McMahon, 1998), as well as with dapoxetine, a member of the SSRI family, which is however not used to treat depression (Andersson et al., 2006)",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB01242,DB01242,Clomipramine,http://purl.obolibrary.org/obo/,MONDO_0001780,http://purl.obolibrary.org/obo/MONDO_0001780,Premature ejaculation (disease),Premature ejaculation,,"SSRIs including paroxetine, fluoxetine and escitalopram have been found as effective treatment for patients with premature ejaculation (Arafa and Shamloul, 2007). Premature ejaculation is also treated with clomipramine and sertraline (Balon, 1996; McMahon, 1998), as well as with dapoxetine, a member of the SSRI family, which is however not used to treat depression (Andersson et al., 2006)",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
https://pubmed.ncbi.nlm.nih.gov/31622593,https://pubmed.ncbi.nlm.nih.gov/,31622593,Off-label uses of drugs for depression,"Skånland SS, Cieślar-Pobuda A.",https://go.drugbank.com/drugs/,https://go.drugbank.com/drugs/DB00215,DB00215,Citalopram,http://purl.obolibrary.org/obo/,HP_0031217,http://purl.obolibrary.org/obo/HP_0031217,hot flashes,Hot flashes during menopause,http://purl.obolibrary.org/obo/GO_0042697,"Solid evidence justifies also uses of antidepressants for lessening hot flashes during menopause. This includes citalopram (Barton et al., 2010), escitalopram (LaCroix et al., 2012), paroxetine (Stearns et al., 2003) and desvenlafaxine",Adults,1,0,,0,Eur J Pharmacol. 2019 Dec 15;865:172732. doi: 10.1016/j.ejphar.2019.172732. Epub 2019 Oct 14.,Skånland SS,Eur J Pharmacol,2019,10/18/2019,,,10.1016/j.ejphar.2019.172732
